0.0,506
0.005150318145751953,505
0.005150318145751953,505
0.007893800735473633,505
0.010472297668457031,509
0.011839151382446289,514
0.014209270477294922,505
0.015566825866699219,506
0.016621828079223633,5
0.01865839958190918,511
0.021912097930908203,504
0.023924827575683594,504
0.023924827575683594,504
0.029593944549560547,506
0.03072357177734375,505
0.03289222717285156,507
0.036461591720581055,517
0.036461591720581055,506
0.04048347473144531,504
0.04048347473144531,504
0.04048347473144531,506
0.04048347473144531,505
0.04851269721984863,505
0.04851269721984863,517
0.05075788497924805,509
0.05075788497924805,504
0.05373978614807129,506
0.05373978614807129,505
0.055257320404052734,505
0.05678510665893555,505
0.05678510665893555,509
0.05678510665893555,514
0.05678510665893555,505
0.05678510665893555,506
0.09078812599182129,494
0.09281754493713379,514
0.09281754493713379,502
0.09404826164245605,517
0.09404826164245605,506
0.09404826164245605,504
0.11145138740539551,505
0.11145138740539551,506
0.11308050155639648,506
0.11413145065307617,504
0.1155695915222168,508
0.1155695915222168,514
0.14478683471679688,503
0.1512765884399414,505
0.15323233604431152,504
0.15531492233276367,504
0.19350433349609375,504
0.32439446449279785,504
0.3969576358795166,519
0.7560505867004395,507
0.7560505867004395,503
0.7560505867004395,506
0.813596248626709,502
0.8853950500488281,505
0.9866416454315186,504
1.0844926834106445,514
1.1845502853393555,511
1.287343978881836,503
1.3831534385681152,505
1.484992265701294,504
1.5863420963287354,504
1.6888670921325684,504
1.7869987487792969,508
1.8869209289550781,516
1.9858880043029785,504
2.0882246494293213,505
2.184800863265991,507
2.2900004386901855,505
2.388369560241699,504
2.4863455295562744,504
2.586338520050049,517
2.6913037300109863,507
2.7907097339630127,503
2.8917901515960693,506
2.9910686016082764,505
3.091015100479126,504
3.1883182525634766,504
3.2889137268066406,511
3.3868825435638428,512
3.4879770278930664,504
3.5877890586853027,505
3.6903886795043945,504
3.7972469329833984,504
3.892219066619873,504
3.98812198638916,504
4.088837385177612,516
4.192368030548096,508
4.290909767150879,504
4.393225431442261,504
4.49343204498291,504
4.601112365722656,505
4.694454193115234,505
4.796127557754517,508
4.897533893585205,515
5.001439571380615,506
5.1006457805633545,504
